Date,Month,MonthSort,Year,Quarter,Channel,Source,Campaign,Impressions,Clicks,Spend,VideoViews,Conversions,Revenue,CTR_pct,CPM,CPC,ConversionRate_pct
2026-01-13,Jan 2026,2026-01,2026,Q1 2026,Paid Social,HubSpot,Retargeting Display,118980,3569,9814.75,17847,214,117700.0,2.9997,82.4908,2.75,5.9961
2025-12-07,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Amazon Ad Server,Demo Requests,22287,669,1839.75,3343,40,22000.0,3.0017,82.5481,2.75,5.9791
2026-01-02,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Facebook Ads,Organic Content,149794,4494,12358.5,22469,270,148500.0,3.0001,82.5033,2.75,6.008
2026-04-05,Apr 2026,2026-04,2026,Q2 2026,Organic,Amazon Ad Server,Awareness Push,243691,7311,20105.25,36554,439,241450.0,3.0001,82.503,2.75,6.0047
2026-01-01,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Amazon Ad Server,Retargeting Display,122450,3674,10103.5,18368,220,121000.0,3.0004,82.5112,2.75,5.988
2026-02-20,Feb 2026,2026-02,2026,Q1 2026,Organic,HubSpot,Retargeting Display,193380,5801,15952.75,29007,348,191400.0,2.9998,82.4943,2.75,5.999
2026-03-01,Mar 2026,2026-03,2026,Q1 2026,Paid Search,HubSpot,Facebook Prospecting,232057,6962,19145.5,34809,418,229900.0,3.0001,82.5034,2.75,6.004
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Facebook Ads,Organic Content,232801,6984,19206.0,34920,419,230450.0,3.0,82.4996,2.75,5.9994
2025-12-15,Dec 2025,2025-12,2025,Q4 2025,Programmatic,HubSpot,Competitor Search,12021,361,992.75,1803,22,12100.0,3.0031,82.5846,2.75,6.0942
2025-11-21,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Facebook Ads,LinkedIn Lead Gen,168254,5048,13882.0,25238,303,166650.0,3.0002,82.5062,2.75,6.0024
2026-03-11,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Amazon Ad Server,Bing Search,235990,7080,19470.0,35399,425,233750.0,3.0001,82.5035,2.75,6.0028
2026-03-19,Mar 2026,2026-03,2026,Q1 2026,Paid Search,StackAdapt,Organic Content,242947,7288,20042.0,36442,437,240350.0,2.9998,82.4954,2.75,5.9962
2026-03-01,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Demo Requests,47235,1417,3896.75,7085,85,46750.0,2.9999,82.4971,2.75,5.9986
2026-01-19,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Google Nonbrand,30550,917,2521.75,4583,55,30250.0,3.0016,82.545,2.75,5.9978
2026-03-05,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Bing Ads,Demo Requests,42030,1261,3467.75,6305,76,41800.0,3.0002,82.5065,2.75,6.027
2026-01-04,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Facebook Ads,Brand Search,221910,6657,18306.75,33287,399,219450.0,2.9999,82.4963,2.75,5.9937
2026-01-12,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Amazon Ad Server,Enterprise ABM,13389,402,1105.5,2008,24,13200.0,3.0025,82.5678,2.75,5.9701
2026-02-07,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,Enterprise ABM,163552,4907,13494.25,24533,294,161700.0,3.0003,82.5074,2.75,5.9914
2026-02-21,Feb 2026,2026-02,2026,Q1 2026,Paid Search,HubSpot,Retargeting Display,98406,2952,8118.0,14761,177,97350.0,2.9998,82.495,2.75,5.9959
2025-12-03,Dec 2025,2025-12,2025,Q4 2025,Programmatic,LinkedIn Ads,Brand Search,177238,5317,14621.75,26586,319,175450.0,2.9999,82.4978,2.75,5.9996
2026-04-02,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Bing Ads,Bing Search,121967,3659,10062.25,18295,220,121000.0,3.0,82.4998,2.75,6.0126
2025-10-27,Oct 2025,2025-10,2025,Q4 2025,Paid Social,Bing Ads,Facebook Prospecting,48043,1441,3962.75,7206,86,47300.0,2.9994,82.4834,2.75,5.9681
2026-01-06,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Amazon Ad Server,Enterprise ABM,131064,3932,10813.0,19660,236,129800.0,3.0001,82.5017,2.75,6.002
2026-02-13,Feb 2026,2026-02,2026,Q1 2026,Organic,StackAdapt,Email Nurture,218675,6560,18040.0,32801,394,216700.0,2.9999,82.4969,2.75,6.0061
2026-02-03,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,LinkedIn Lead Gen,39340,1180,3245.0,5901,71,39050.0,2.9995,82.486,2.75,6.0169
2026-04-08,Apr 2026,2026-04,2026,Q2 2026,Paid Search,HubSpot,Enterprise ABM,72731,2182,6000.5,10910,131,72050.0,3.0001,82.5026,2.75,6.0037
2026-04-15,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Competitor Search,223785,6714,18463.5,33568,403,221650.0,3.0002,82.5055,2.75,6.0024
2026-01-18,Jan 2026,2026-01,2026,Q1 2026,Paid Search,StackAdapt,Retargeting Display,212860,6386,17561.5,31929,383,210650.0,3.0001,82.5026,2.75,5.9975
2026-03-17,Mar 2026,2026-03,2026,Q1 2026,Programmatic,LinkedIn Ads,Organic Content,169535,5086,13986.5,25430,305,167750.0,3.0,82.4992,2.75,5.9969
2026-03-04,Mar 2026,2026-03,2026,Q1 2026,Organic,Amazon Ad Server,LinkedIn Lead Gen,105176,3155,8676.25,15776,189,103950.0,2.9997,82.4927,2.75,5.9905
2025-12-13,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Bing Ads,Awareness Push,166470,4994,13733.5,24971,300,165000.0,2.9999,82.4983,2.75,6.0072
2026-01-10,Jan 2026,2026-01,2026,Q1 2026,Programmatic,StackAdapt,Competitor Search,231574,6947,19104.25,34736,417,229350.0,2.9999,82.4974,2.75,6.0026
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Paid Social,StackAdapt,Email Nurture,15820,475,1306.25,2373,29,15950.0,3.0025,82.5695,2.75,6.1053
2026-03-04,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Amazon Ad Server,Organic Content,48635,1459,4012.25,7295,88,48400.0,2.9999,82.4972,2.75,6.0315
2026-03-15,Mar 2026,2026-03,2026,Q1 2026,Paid Social,HubSpot,Awareness Push,63697,1911,5255.25,9555,115,63250.0,3.0001,82.5039,2.75,6.0178
2026-01-18,Jan 2026,2026-01,2026,Q1 2026,Paid Social,LinkedIn Ads,Awareness Push,68258,2048,5632.0,10239,123,67650.0,3.0004,82.5105,2.75,6.0059
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Organic,Bing Ads,LinkedIn Lead Gen,238279,7148,19657.0,35742,429,235950.0,2.9998,82.4957,2.75,6.0017
2026-01-08,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Ads,Email Nurture,208633,6259,17212.25,31295,376,206800.0,3.0,82.5001,2.75,6.0073
2026-03-10,Mar 2026,2026-03,2026,Q1 2026,Organic,Bing Ads,Facebook Prospecting,86001,2580,7095.0,12900,155,85250.0,3.0,82.499,2.75,6.0078
2025-12-17,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Ads,LinkedIn Lead Gen,151484,4545,12498.75,22723,273,150150.0,3.0003,82.5087,2.75,6.0066
2025-12-15,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,Email Nurture,72522,2176,5984.0,10878,131,72050.0,3.0005,82.5129,2.75,6.0202
2025-12-27,Dec 2025,2025-12,2025,Q4 2025,Programmatic,StackAdapt,Email Nurture,218536,6556,18029.0,32780,393,216150.0,3.0,82.499,2.75,5.9945
2026-03-07,Mar 2026,2026-03,2026,Q1 2026,Programmatic,StackAdapt,Organic Content,20014,600,1650.0,3002,36,19800.0,2.9979,82.4423,2.75,6.0
2025-11-14,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Ads,Organic Content,211260,6338,17429.5,31689,380,209000.0,3.0001,82.5026,2.75,5.9956
2026-03-30,Mar 2026,2026-03,2026,Q1 2026,Paid Social,HubSpot,Bing Search,75296,2259,6212.25,11294,136,74800.0,3.0002,82.5044,2.75,6.0204
2025-12-30,Dec 2025,2025-12,2025,Q4 2025,Paid Search,HubSpot,Awareness Push,216855,6506,17891.5,32528,390,214500.0,3.0002,82.5044,2.75,5.9945
2026-01-25,Jan 2026,2026-01,2026,Q1 2026,Paid Social,HubSpot,Retargeting Display,166755,5003,13758.25,25013,300,165000.0,3.0002,82.5058,2.75,5.9964
2026-03-24,Mar 2026,2026-03,2026,Q1 2026,Organic,HubSpot,Retargeting Display,167060,5012,13783.0,25059,301,165550.0,3.0001,82.5033,2.75,6.0056
2026-03-14,Mar 2026,2026-03,2026,Q1 2026,Paid Search,LinkedIn Ads,LinkedIn Lead Gen,245127,7354,20223.5,36769,441,242550.0,3.0001,82.5021,2.75,5.9967
2026-04-01,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Google Ads,LinkedIn Lead Gen,37057,1112,3058.0,5559,67,36850.0,3.0008,82.5215,2.75,6.0252
2026-03-27,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Google Ads,Google Nonbrand,91447,2743,7543.25,13717,165,90750.0,2.9996,82.4877,2.75,6.0153
2026-03-23,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Email Nurture,150662,4520,12430.0,22599,271,149050.0,3.0001,82.5026,2.75,5.9956
2026-01-01,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Amazon Ad Server,Enterprise ABM,152015,4560,12540.0,22802,274,150700.0,2.9997,82.4919,2.75,6.0088
2026-02-08,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,LinkedIn Lead Gen,121582,3647,10029.25,18237,219,120450.0,2.9996,82.4896,2.75,6.0049
2025-12-28,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Facebook Ads,Facebook Prospecting,190600,5718,15724.5,28590,343,188650.0,3.0,82.5,2.75,5.9986
2026-04-01,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Google Analytics,Organic Content,29756,893,2455.75,4463,54,29700.0,3.0011,82.5296,2.75,6.047
2026-03-29,Mar 2026,2026-03,2026,Q1 2026,Paid Social,StackAdapt,Brand Search,135268,4058,11159.5,20290,243,133650.0,3.0,82.4992,2.75,5.9882
2026-03-09,Mar 2026,2026-03,2026,Q1 2026,Paid Social,HubSpot,LinkedIn Lead Gen,212944,6388,17567.0,31942,383,210650.0,2.9998,82.4959,2.75,5.9956
2026-03-30,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Facebook Ads,Bing Search,69165,2075,5706.25,10375,125,68750.0,3.0001,82.502,2.75,6.0241
2026-03-06,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Analytics,LinkedIn Lead Gen,39954,1199,3297.25,5993,72,39600.0,3.001,82.5262,2.75,6.005
2026-01-20,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Ads,Awareness Push,185543,5566,15306.5,27831,334,183700.0,2.9998,82.4957,2.75,6.0007
2026-03-05,Mar 2026,2026-03,2026,Q1 2026,Paid Search,HubSpot,Organic Content,212522,6376,17534.0,31878,383,210650.0,3.0002,82.5044,2.75,6.0069
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Facebook Ads,LinkedIn Lead Gen,16205,486,1336.5,2431,29,15950.0,2.9991,82.4745,2.75,5.9671
2025-11-25,Nov 2025,2025-11,2025,Q4 2025,Paid Search,HubSpot,Email Nurture,103155,3095,8511.25,15473,186,102300.0,3.0003,82.5093,2.75,6.0097
2026-02-24,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Amazon Ad Server,Brand Search,208417,6253,17195.75,31263,375,206250.0,3.0002,82.5065,2.75,5.9971
2026-03-08,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Brand Search,23552,707,1944.25,3533,42,23100.0,3.0019,82.5514,2.75,5.9406
2026-04-02,Apr 2026,2026-04,2026,Q2 2026,Organic,StackAdapt,Competitor Search,17583,527,1449.25,2637,32,17600.0,2.9972,82.4234,2.75,6.0721
2026-01-05,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Retargeting Display,160612,4818,13249.5,24092,289,158950.0,2.9998,82.4938,2.75,5.9983
2026-03-29,Mar 2026,2026-03,2026,Q1 2026,Paid Search,LinkedIn Ads,Email Nurture,205997,6180,16995.0,30900,371,204050.0,3.0,82.5012,2.75,6.0032
2026-02-18,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Analytics,Brand Search,44471,1334,3668.5,6671,80,44000.0,2.9997,82.492,2.75,5.997
2026-02-21,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Facebook Ads,LinkedIn Lead Gen,200514,6015,16541.25,30077,361,198550.0,2.9998,82.4942,2.75,6.0017
2026-04-04,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Bing Ads,Enterprise ABM,51376,1541,4237.75,7706,92,50600.0,2.9995,82.485,2.75,5.9701
2026-01-27,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Bing Ads,Awareness Push,125576,3767,10359.25,18836,226,124300.0,2.9998,82.4939,2.75,5.9995
2026-01-04,Jan 2026,2026-01,2026,Q1 2026,Paid Social,LinkedIn Ads,LinkedIn Lead Gen,219261,6578,18089.5,32889,395,217250.0,3.0001,82.5021,2.75,6.0049
2025-11-27,Nov 2025,2025-11,2025,Q4 2025,Paid Search,StackAdapt,Facebook Prospecting,110280,3308,9097.0,16542,198,108900.0,2.9996,82.49,2.75,5.9855
2026-02-09,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Facebook Ads,Google Nonbrand,67546,2026,5571.5,10132,122,67100.0,2.9994,82.4845,2.75,6.0217
2025-12-19,Dec 2025,2025-12,2025,Q4 2025,Organic,HubSpot,Bing Search,101682,3050,8387.5,15252,183,100650.0,2.9995,82.4876,2.75,6.0
2025-12-28,Dec 2025,2025-12,2025,Q4 2025,Paid Search,StackAdapt,Demo Requests,11263,338,929.5,1689,20,11000.0,3.001,82.5269,2.75,5.9172
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Programmatic,HubSpot,Email Nurture,172778,5183,14253.25,25917,311,171050.0,2.9998,82.4946,2.75,6.0004
2026-01-26,Jan 2026,2026-01,2026,Q1 2026,Organic,StackAdapt,Bing Search,175504,5265,14478.75,26326,316,173800.0,2.9999,82.4981,2.75,6.0019
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Amazon Ad Server,Competitor Search,240178,7205,19813.75,36027,432,237600.0,2.9999,82.4961,2.75,5.9958
2026-03-21,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Ads,Email Nurture,157485,4725,12993.75,23623,284,156200.0,3.0003,82.5079,2.75,6.0106
2025-12-05,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,Bing Search,42957,1289,3544.75,6444,77,42350.0,3.0007,82.5186,2.75,5.9736
2026-04-25,Apr 2026,2026-04,2026,Q2 2026,Organic,Google Analytics,Competitor Search,91602,2748,7557.0,13740,165,90750.0,2.9999,82.4982,2.75,6.0044
2026-03-21,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Analytics,Demo Requests,188300,5649,15534.75,28245,339,186450.0,3.0,82.5,2.75,6.0011
2026-01-23,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Analytics,Facebook Prospecting,24391,732,2013.0,3659,44,24200.0,3.0011,82.5304,2.75,6.0109
2026-01-18,Jan 2026,2026-01,2026,Q1 2026,Programmatic,LinkedIn Ads,Enterprise ABM,110371,3311,9105.25,16556,199,109450.0,2.9999,82.4968,2.75,6.0103
2025-11-19,Nov 2025,2025-11,2025,Q4 2025,Paid Search,LinkedIn Ads,LinkedIn Lead Gen,228355,6851,18840.25,34253,411,226050.0,3.0002,82.5042,2.75,5.9991
2026-04-24,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Competitor Search,160948,4828,13277.0,24142,290,159500.0,2.9997,82.4925,2.75,6.0066
2026-04-11,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Google Analytics,Retargeting Display,158796,4764,13101.0,23819,286,157300.0,3.0001,82.5021,2.75,6.0034
2026-01-16,Jan 2026,2026-01,2026,Q1 2026,Paid Search,StackAdapt,Demo Requests,87104,2613,7185.75,13066,157,86350.0,2.9999,82.4962,2.75,6.0084
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Programmatic,LinkedIn Ads,Awareness Push,74484,2235,6146.25,11173,134,73700.0,3.0006,82.5177,2.75,5.9955
2025-11-30,Nov 2025,2025-11,2025,Q4 2025,Organic,StackAdapt,Bing Search,223005,6690,18397.5,33451,401,220550.0,2.9999,82.4982,2.75,5.994
2026-01-09,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Google Nonbrand,179451,5384,14806.0,26918,323,177650.0,3.0003,82.5072,2.75,5.9993
2025-11-03,Nov 2025,2025-11,2025,Q4 2025,Paid Social,HubSpot,Demo Requests,78445,2353,6470.75,11767,141,77550.0,2.9996,82.4877,2.75,5.9924
2026-04-05,Apr 2026,2026-04,2026,Q2 2026,Programmatic,StackAdapt,Retargeting Display,9008,270,742.5,1351,16,8800.0,2.9973,82.4267,2.75,5.9259
2026-04-19,Apr 2026,2026-04,2026,Q2 2026,Organic,LinkedIn Ads,Facebook Prospecting,49060,1472,4048.0,7359,88,48400.0,3.0004,82.5112,2.75,5.9783
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Organic,LinkedIn Ads,Google Nonbrand,243674,7310,20102.5,36551,439,241450.0,2.9999,82.4975,2.75,6.0055
2026-02-13,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Amazon Ad Server,Demo Requests,65710,1971,5420.25,9857,118,64900.0,2.9995,82.4874,2.75,5.9868
2026-01-06,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Amazon Ad Server,Demo Requests,78399,2352,6468.0,11760,141,77550.0,3.0,82.5011,2.75,5.9949
2026-02-23,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,Retargeting Display,114698,3441,9462.75,17205,206,113300.0,3.0001,82.5014,2.75,5.9866
2026-03-11,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Email Nurture,200735,6022,16560.5,30110,361,198550.0,3.0,82.4993,2.75,5.9947
2025-12-09,Dec 2025,2025-12,2025,Q4 2025,Organic,Facebook Ads,LinkedIn Lead Gen,245854,7376,20284.0,36878,443,243650.0,3.0002,82.5043,2.75,6.006
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Facebook Ads,Demo Requests,93741,2812,7733.0,14061,169,92950.0,2.9998,82.4933,2.75,6.01
2026-03-04,Mar 2026,2026-03,2026,Q1 2026,Organic,HubSpot,Facebook Prospecting,55133,1654,4548.5,8270,99,54450.0,3.0,82.5005,2.75,5.9855
2026-02-04,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Analytics,Email Nurture,196874,5906,16241.5,29531,354,194700.0,2.9999,82.4969,2.75,5.9939
2025-12-09,Dec 2025,2025-12,2025,Q4 2025,Organic,Google Analytics,Facebook Prospecting,114524,3436,9449.0,17179,206,113300.0,3.0002,82.5067,2.75,5.9953
2025-12-23,Dec 2025,2025-12,2025,Q4 2025,Programmatic,HubSpot,Organic Content,199181,5975,16431.25,29877,359,197450.0,2.9998,82.4941,2.75,6.0084
2026-02-23,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,Awareness Push,66697,2001,5502.75,10005,120,66000.0,3.0001,82.5037,2.75,5.997
2026-01-29,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Ads,Brand Search,87410,2622,7210.5,13112,157,86350.0,2.9997,82.4906,2.75,5.9878
2026-01-03,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Google Ads,Bing Search,152882,4586,12611.5,22932,275,151250.0,2.9997,82.4917,2.75,5.9965
2026-03-31,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Analytics,LinkedIn Lead Gen,167882,5036,13849.0,25182,302,166100.0,2.9997,82.4925,2.75,5.9968
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Amazon Ad Server,Organic Content,136848,4105,11288.75,20527,246,135300.0,2.9997,82.4912,2.75,5.9927
2026-01-11,Jan 2026,2026-01,2026,Q1 2026,Organic,Facebook Ads,Bing Search,172699,5181,14247.75,25905,311,171050.0,3.0,82.5005,2.75,6.0027
2026-02-07,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Google Ads,Google Nonbrand,233092,6993,19230.75,34964,420,231000.0,3.0001,82.5028,2.75,6.006
2026-04-11,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Google Ads,Organic Content,29033,871,2395.25,4355,52,28600.0,3.0,82.5009,2.75,5.9701
2026-02-11,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Facebook Ads,Competitor Search,238443,7153,19670.75,35766,429,235950.0,2.9999,82.4967,2.75,5.9975
2026-04-20,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Bing Ads,LinkedIn Lead Gen,196352,5891,16200.25,29453,353,194150.0,3.0002,82.5062,2.75,5.9922
2025-12-29,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Google Ads,Google Nonbrand,66675,2000,5500.0,10001,120,66000.0,2.9996,82.4897,2.75,6.0
2026-03-09,Mar 2026,2026-03,2026,Q1 2026,Paid Social,HubSpot,LinkedIn Lead Gen,211785,6354,17473.5,31768,381,209550.0,3.0002,82.5058,2.75,5.9962
2025-12-16,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Bing Ads,Google Nonbrand,203130,6094,16758.5,30470,366,201300.0,3.0,82.5014,2.75,6.0059
2025-12-14,Dec 2025,2025-12,2025,Q4 2025,Organic,Facebook Ads,Demo Requests,231376,6941,19087.75,34706,416,228800.0,2.9999,82.4967,2.75,5.9934
2026-01-01,Jan 2026,2026-01,2026,Q1 2026,Organic,StackAdapt,Email Nurture,88486,2655,7301.25,13273,159,87450.0,3.0005,82.5131,2.75,5.9887
2025-12-17,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Facebook Ads,Enterprise ABM,111610,3348,9207.0,16742,201,110550.0,2.9997,82.4926,2.75,6.0036
2026-02-04,Feb 2026,2026-02,2026,Q1 2026,Paid Social,StackAdapt,Enterprise ABM,141962,4259,11712.25,21294,256,140800.0,3.0001,82.5027,2.75,6.0108
2025-10-27,Oct 2025,2025-10,2025,Q4 2025,Paid Social,Amazon Ad Server,LinkedIn Lead Gen,171492,5145,14148.75,25724,309,169950.0,3.0001,82.5038,2.75,6.0058
2025-11-05,Nov 2025,2025-11,2025,Q4 2025,Organic,LinkedIn Ads,Competitor Search,117508,3525,9693.75,17626,212,116600.0,2.9998,82.4944,2.75,6.0142
2026-02-11,Feb 2026,2026-02,2026,Q1 2026,Paid Social,StackAdapt,Enterprise ABM,14395,432,1188.0,2159,26,14300.0,3.001,82.5287,2.75,6.0185
2025-11-18,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Facebook Ads,Enterprise ABM,165614,4968,13662.0,24842,298,163900.0,2.9997,82.493,2.75,5.9984
2025-12-17,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Facebook Ads,LinkedIn Lead Gen,133587,4008,11022.0,20038,240,132000.0,3.0003,82.508,2.75,5.988
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Ads,Google Nonbrand,85214,2556,7029.0,12782,153,84150.0,2.9995,82.4864,2.75,5.9859
2025-12-23,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Google Analytics,Enterprise ABM,228808,6864,18876.0,34321,412,226600.0,2.9999,82.4971,2.75,6.0023
2025-12-27,Dec 2025,2025-12,2025,Q4 2025,Organic,Google Analytics,Demo Requests,112461,3374,9278.5,16869,202,111100.0,3.0002,82.5042,2.75,5.987
2026-04-04,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Amazon Ad Server,Demo Requests,52709,1581,4347.75,7906,95,52250.0,2.9995,82.4859,2.75,6.0089
2025-10-30,Oct 2025,2025-10,2025,Q4 2025,Programmatic,Amazon Ad Server,Retargeting Display,65934,1978,5439.5,9890,119,65450.0,3.0,82.4992,2.75,6.0162
2025-12-15,Dec 2025,2025-12,2025,Q4 2025,Organic,StackAdapt,Brand Search,168220,5047,13879.25,25233,303,166650.0,3.0002,82.5065,2.75,6.0036
2025-12-21,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Amazon Ad Server,Bing Search,242374,7271,19995.25,36356,436,239800.0,2.9999,82.4975,2.75,5.9964
2025-11-01,Nov 2025,2025-11,2025,Q4 2025,Organic,Google Analytics,Facebook Prospecting,214058,6422,17660.5,32109,385,211750.0,3.0001,82.5033,2.75,5.995
2026-01-17,Jan 2026,2026-01,2026,Q1 2026,Organic,LinkedIn Ads,Facebook Prospecting,223358,6701,18427.75,33504,402,221100.0,3.0001,82.5032,2.75,5.9991
2026-03-17,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Analytics,Bing Search,69781,2093,5755.75,10467,126,69300.0,2.9994,82.4831,2.75,6.0201
2026-01-16,Jan 2026,2026-01,2026,Q1 2026,Organic,LinkedIn Ads,Retargeting Display,188562,5657,15556.75,28284,339,186450.0,3.0001,82.502,2.75,5.9926
2026-04-06,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Awareness Push,158108,4743,13043.25,23716,285,156750.0,2.9998,82.4958,2.75,6.0089
2025-12-06,Dec 2025,2025-12,2025,Q4 2025,Paid Search,HubSpot,Competitor Search,110018,3301,9077.75,16503,198,108900.0,3.0004,82.5115,2.75,5.9982
2026-01-21,Jan 2026,2026-01,2026,Q1 2026,Paid Search,StackAdapt,Email Nurture,183148,5494,15108.5,27472,330,181500.0,2.9998,82.4934,2.75,6.0066
2026-04-14,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Facebook Ads,Google Nonbrand,213995,6420,17655.0,32099,385,211750.0,3.0001,82.5019,2.75,5.9969
2026-02-13,Feb 2026,2026-02,2026,Q1 2026,Programmatic,StackAdapt,Demo Requests,237996,7140,19635.0,35699,428,235400.0,3.0001,82.5014,2.75,5.9944
2025-12-26,Dec 2025,2025-12,2025,Q4 2025,Organic,HubSpot,Competitor Search,175867,5276,14509.0,26380,317,174350.0,3.0,82.4998,2.75,6.0083
2026-01-22,Jan 2026,2026-01,2026,Q1 2026,Paid Search,LinkedIn Ads,Brand Search,247688,7431,20435.25,37153,446,245300.0,3.0001,82.504,2.75,6.0019
2025-10-31,Oct 2025,2025-10,2025,Q4 2025,Paid Search,Google Analytics,Email Nurture,90412,2712,7458.0,13562,163,89650.0,2.9996,82.4891,2.75,6.0103
2026-04-25,Apr 2026,2026-04,2026,Q2 2026,Paid Search,HubSpot,Awareness Push,242860,7286,20036.5,36429,437,240350.0,3.0001,82.5023,2.75,5.9978
2026-03-09,Mar 2026,2026-03,2026,Q1 2026,Organic,Amazon Ad Server,Competitor Search,73539,2206,6066.5,11031,132,72600.0,2.9998,82.4936,2.75,5.9837
2026-02-12,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Google Ads,Enterprise ABM,244456,7334,20168.5,36668,440,242000.0,3.0001,82.5036,2.75,5.9995
2025-12-21,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Analytics,Email Nurture,186874,5606,15416.5,28031,336,184800.0,2.9999,82.4968,2.75,5.9936
2026-02-24,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Analytics,Awareness Push,197484,5925,16293.75,29623,356,195800.0,3.0002,82.5067,2.75,6.0084
